0	0	0	0	-45	0	0	0	-45	0
1	0	0	0	-45	0	0	0	-45	0
2	0	0	0	-45	0	0	0	-45	0
3	0	0	0	-45	0	0	0	-45	0
4	0	0	0	-45	0	0	0	-45	0
5	0	0	0	-45	0	0	0	-45	0
6	0	0	0	-45	45	0	0	-45	45
7	0	0	0	-45	45	0	0	-45	45
8	0	0	0	-45	45	0	0	-45	45
9	0	0	0	-45	45	0	0	-45	45
10	0	0	0	-45	45	0	0	-45	45
11	0	0	0	-45	45	0	0	-45	45
12	0	0	0	-45	90	0	0	-45	90
13	0	0	0	-45	90	0	0	-45	90
14	0	0	0	-45	90	0	0	-45	90
15	0	0	0	-45	90	0	0	-45	90
16	0	0	0	-45	90	0	0	-45	90
17	0	0	0	-45	90	0	0	-45	90
18	0	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0
24	0	0	0	0	45	0	0	0	45
25	0	0	0	0	45	0	0	0	45
26	0	0	0	0	45	0	0	0	45
27	0	0	0	0	45	0	0	0	45
28	0	0	0	0	45	0	0	0	45
29	0	0	0	0	45	0	0	0	45
30	0	0	0	0	90	0	0	0	90
31	0	0	0	0	90	0	0	0	90
32	0	0	0	0	90	0	0	0	90
33	0	0	0	0	90	0	0	0	90
34	0	0	0	0	90	0	0	0	90
35	0	0	0	0	90	0	0	0	90
36	0	0	0	45	0	0	0	45	0
37	0	0	0	45	0	0	0	45	0
38	0	0	0	45	0	0	0	45	0
39	0	0	0	45	0	0	0	45	0
40	0	0	0	45	0	0	0	45	0
41	0	0	0	45	0	0	0	45	0
42	0	0	0	45	45	0	0	45	45
43	0	0	0	45	45	0	0	45	45
44	0	0	0	45	45	0	0	45	45
45	0	0	0	45	45	0	0	45	45
46	0	0	0	45	45	0	0	45	45
47	0	0	0	45	45	0	0	45	45
48	0	0	0	45	90	0	0	45	90
49	0	0	0	45	90	0	0	45	90
50	0	0	0	45	90	0	0	45	90
51	0	0	0	45	90	0	0	45	90
52	0	0	0	45	90	0	0	45	90
53	0	0	0	45	90	0	0	45	90
54	0	0	40	-45	0	0	40	-45	0
55	0	0	40	-45	0	0	40	-45	0
56	0	0	40	-45	0	0	40	-45	0
57	0	0	40	-45	0	0	40	-45	0
58	0	0	40	-45	0	0	40	-45	0
59	0	0	40	-45	0	0	40	-45	0
60	0	0	40	-45	45	0	40	-45	45
61	0	0	40	-45	45	0	40	-45	45
62	0	0	40	-45	45	0	40	-45	45
63	0	0	40	-45	45	0	40	-45	45
64	0	0	40	-45	45	0	40	-45	45
65	0	0	40	-45	45	0	40	-45	45
66	0	0	40	-45	90	0	40	-45	90
